person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income,monthly_payment,payment_to_income,credit_to_age
22,36000,RENT,3.0,EDUCATION,D,9600,17.27,1,0.27,Y,4,0.26666666666666666,138.16,0.046053333333333335,0.18181818181818182
22,65416,MORTGAGE,6.0,EDUCATION,A,8000,6.92,0,0.12,N,2,0.12229423994129876,46.13333333333333,0.008462761403937875,0.09090909090909091
25,65454,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8400,11.99,0,0.13,N,2,0.1283344027866899,83.92999999999999,0.015387294894124116,0.08
21,65496,MORTGAGE,3.0,VENTURE,B,13250,10.37,0,0.2,N,4,0.2023024306827898,114.50208333333335,0.020978762061805302,0.19047619047619047
22,42500,RENT,1.0,EDUCATION,C,9600,11.22,0,0.23,Y,2,0.22588235294117648,89.75999999999999,0.025344,0.09090909090909091
23,65500,MORTGAGE,3.0,PERSONAL,B,16800,10.99,0,0.26,N,2,0.2564885496183206,153.85999999999999,0.028188091603053436,0.08695652173913043
25,37200,RENT,6.0,HOMEIMPROVEMENT,A,9600,5.99,1,0.26,N,4,0.25806451612903225,47.919999999999995,0.01545806451612903,0.16
22,39000,RENT,5.0,PERSONAL,D,9600,16.77,1,0.25,Y,2,0.24615384615384617,134.16,0.04128,0.09090909090909091
22,45000,RENT,2.0,EDUCATION,C,9600,12.73,0,0.21,N,3,0.21333333333333335,101.83999999999999,0.027157333333333332,0.13636363636363635
24,65544,OWN,4.0,EDUCATION,B,5000,10.74,0,0.08,N,2,0.07628463322348346,44.75,0.008192969608202124,0.08333333333333333
21,65592,MORTGAGE,5.0,EDUCATION,D,3600,15.99,0,0.05,Y,3,0.054884742041712405,47.97,0.008776070252469813,0.14285714285714285
23,45000,RENT,2.0,EDUCATION,B,9600,10.25,0,0.21,N,2,0.21333333333333335,82.0,0.021866666666666666,0.08695652173913043
21,45000,RENT,3.0,MEDICAL,B,9600,12.18,0,0.21,N,3,0.21333333333333335,97.44,0.025984,0.14285714285714285
25,59600,MORTGAGE,5.0,EDUCATION,E,6000,16.45,1,0.1,N,4,0.10067114093959731,82.25,0.016560402684563758,0.16
26,59600,MORTGAGE,9.0,VENTURE,E,21000,16.45,1,0.35,N,2,0.3523489932885906,287.875,0.05796140939597315,0.07692307692307693
24,65600,MORTGAGE,8.0,VENTURE,A,10000,10.99,0,0.15,N,3,0.1524390243902439,91.58333333333333,0.016753048780487802,0.125
25,65600,MORTGAGE,1.0,MEDICAL,C,10000,11.78,0,0.15,Y,2,0.1524390243902439,98.16666666666667,0.01795731707317073,0.08
25,65707,MORTGAGE,1.0,EDUCATION,D,2000,14.59,0,0.03,N,3,0.030438157273958634,24.316666666666666,0.004440927146270565,0.12
22,46000,RENT,0.0,DEBTCONSOLIDATION,B,9600,10.99,0,0.21,N,4,0.20869565217391303,87.92,0.022935652173913045,0.18181818181818182
23,65748,MORTGAGE,6.0,EDUCATION,A,8800,9.63,0,0.13,N,3,0.1338443754943116,70.62,0.012889213360102209,0.13043478260869565
22,65856,MORTGAGE,6.0,MEDICAL,C,16800,13.92,0,0.26,N,2,0.25510204081632654,194.88,0.035510204081632656,0.09090909090909091
26,48000,RENT,0.0,EDUCATION,C,9600,12.73,0,0.2,Y,3,0.2,101.83999999999999,0.025459999999999997,0.11538461538461539
24,50000,RENT,0.0,HOMEIMPROVEMENT,A,9600,7.51,0,0.19,N,3,0.192,60.080000000000005,0.0144192,0.125
24,59964,MORTGAGE,0.0,DEBTCONSOLIDATION,B,1275,10.99,1,0.02,N,4,0.021262757654592755,11.676875,0.002336777066239744,0.16666666666666666
23,50000,RENT,2.0,EDUCATION,C,9600,14.26,0,0.19,N,3,0.192,114.08,0.027379199999999996,0.13043478260869565
24,50500,RENT,7.0,HOMEIMPROVEMENT,A,9600,10.99,0,0.19,N,2,0.1900990099009901,87.92,0.020891881188118813,0.08333333333333333
25,51000,RENT,0.0,MEDICAL,C,9600,10.99,0,0.19,Y,2,0.18823529411764706,87.92,0.020687058823529413,0.08
24,66000,MORTGAGE,8.0,PERSONAL,D,15000,18.25,0,0.23,N,4,0.22727272727272727,228.125,0.04147727272727273,0.16666666666666666
24,45000,RENT,7.0,DEBTCONSOLIDATION,D,9600,15.31,1,0.21,Y,3,0.21333333333333335,122.48,0.032661333333333334,0.125
26,66000,OWN,0.0,HOMEIMPROVEMENT,C,18000,13.49,0,0.27,Y,3,0.2727272727272727,202.35,0.03679090909090909,0.11538461538461539
26,60000,MORTGAGE,0.0,MEDICAL,A,5000,7.9,1,0.08,N,2,0.08333333333333333,32.916666666666664,0.0065833333333333325,0.07692307692307693
26,53000,RENT,7.0,VENTURE,B,9600,11.71,0,0.18,N,2,0.1811320754716981,93.68,0.02121056603773585,0.07692307692307693
21,53000,RENT,3.0,PERSONAL,D,9600,10.99,0,0.18,Y,4,0.1811320754716981,87.92,0.019906415094339623,0.19047619047619047
22,53000,RENT,2.0,VENTURE,A,9600,7.66,0,0.18,N,4,0.1811320754716981,61.28,0.013874716981132075,0.18181818181818182
23,66000,MORTGAGE,7.0,VENTURE,A,15000,6.03,0,0.23,N,4,0.22727272727272727,75.375,0.013704545454545455,0.17391304347826086
22,54000,RENT,6.0,PERSONAL,A,9600,7.9,0,0.18,N,4,0.17777777777777778,63.199999999999996,0.014044444444444443,0.18181818181818182
22,66000,MORTGAGE,0.0,EDUCATION,A,6000,7.51,0,0.09,N,2,0.09090909090909091,37.550000000000004,0.006827272727272728,0.09090909090909091
22,66000,OWN,6.0,EDUCATION,A,5000,7.9,0,0.08,N,4,0.07575757575757576,32.916666666666664,0.005984848484848484,0.18181818181818182
22,66000,OWN,6.0,DEBTCONSOLIDATION,D,7500,17.58,0,0.11,Y,4,0.11363636363636363,109.875,0.01997727272727273,0.18181818181818182
25,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,8000,14.27,1,0.13,N,3,0.13333333333333333,95.13333333333333,0.019026666666666664,0.12
23,66000,MORTGAGE,5.0,VENTURE,A,6000,6.62,0,0.09,N,2,0.09090909090909091,33.1,0.006018181818181818,0.08695652173913043
25,49000,RENT,10.0,EDUCATION,A,9600,7.51,1,0.2,N,2,0.19591836734693877,60.080000000000005,0.014713469387755102,0.08
22,55000,RENT,3.0,MEDICAL,A,9600,8.9,0,0.17,N,4,0.17454545454545456,71.2,0.015534545454545455,0.18181818181818182
23,55000,RENT,7.0,VENTURE,A,9600,7.49,0,0.17,N,2,0.17454545454545456,59.919999999999995,0.013073454545454544,0.08695652173913043
26,55000,RENT,4.0,VENTURE,A,9600,7.66,0,0.17,N,2,0.17454545454545456,61.28,0.01337018181818182,0.07692307692307693
22,49000,RENT,3.0,DEBTCONSOLIDATION,D,9600,10.99,1,0.2,N,2,0.19591836734693877,87.92,0.02153142857142857,0.09090909090909091
23,66000,MORTGAGE,4.0,VENTURE,B,3000,10.99,0,0.05,N,4,0.045454545454545456,27.474999999999998,0.004995454545454545,0.17391304347826086
25,66000,OWN,9.0,PERSONAL,A,15000,7.49,0,0.23,N,4,0.22727272727272727,93.625,0.017022727272727273,0.16
22,66000,OWN,1.0,VENTURE,C,15000,14.79,0,0.23,Y,3,0.22727272727272727,184.875,0.033613636363636366,0.13636363636363635
26,58000,RENT,10.0,EDUCATION,C,9600,13.99,0,0.17,Y,4,0.16551724137931034,111.92,0.02315586206896552,0.15384615384615385
23,60000,RENT,0.0,EDUCATION,C,9600,14.65,0,0.16,Y,2,0.16,117.2,0.02344,0.08695652173913043
22,60000,RENT,4.0,PERSONAL,A,9600,7.9,0,0.16,N,3,0.16,63.199999999999996,0.012639999999999998,0.13636363636363635
25,60000,RENT,9.0,DEBTCONSOLIDATION,A,9600,7.9,0,0.16,N,2,0.16,63.199999999999996,0.012639999999999998,0.08
26,66000,MORTGAGE,7.0,PERSONAL,B,4000,11.99,0,0.06,N,2,0.06060606060606061,39.96666666666667,0.007266666666666667,0.07692307692307693
23,66000,MORTGAGE,8.0,EDUCATION,B,8750,9.99,0,0.13,N,2,0.13257575757575757,72.84375,0.013244318181818182,0.08695652173913043
23,54000,RENT,2.0,PERSONAL,F,9600,20.62,1,0.18,Y,2,0.17777777777777778,164.96,0.03665777777777778,0.08695652173913043
25,54000,RENT,5.0,HOMEIMPROVEMENT,D,9600,15.62,1,0.18,N,2,0.17777777777777778,124.96,0.027768888888888888,0.08
25,66000,MORTGAGE,9.0,MEDICAL,B,6600,11.49,0,0.1,N,4,0.1,63.195,0.01149,0.16
22,66000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,11.49,0,0.15,N,3,0.15151515151515152,95.75,0.01740909090909091,0.13636363636363635
26,66000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,15500,7.49,0,0.23,N,2,0.23484848484848486,96.74583333333334,0.017590151515151517,0.07692307692307693
24,66000,MORTGAGE,7.0,VENTURE,C,11200,13.99,0,0.17,N,2,0.1696969696969697,130.57333333333335,0.023740606060606063,0.08333333333333333
21,66000,MORTGAGE,5.0,EDUCATION,A,4500,7.49,0,0.07,N,2,0.06818181818181818,28.087500000000002,0.005106818181818182,0.09523809523809523
25,63000,RENT,5.0,EDUCATION,D,9600,14.46,0,0.15,Y,4,0.1523809523809524,115.68,0.022034285714285715,0.16
23,66000,MORTGAGE,7.0,VENTURE,B,2700,10.74,0,0.04,N,3,0.04090909090909091,24.165000000000003,0.004393636363636364,0.13043478260869565
22,66000,MORTGAGE,6.0,PERSONAL,A,12000,5.79,0,0.18,N,3,0.18181818181818182,57.9,0.010527272727272727,0.13636363636363635
22,65000,RENT,6.0,PERSONAL,C,9600,12.99,0,0.15,Y,4,0.1476923076923077,103.92,0.019185230769230767,0.18181818181818182
26,59000,RENT,3.0,EDUCATION,A,9600,7.49,1,0.16,N,3,0.16271186440677965,59.919999999999995,0.012187118644067794,0.11538461538461539
23,66000,MORTGAGE,7.0,PERSONAL,B,10000,9.63,0,0.15,N,4,0.15151515151515152,80.25000000000001,0.014590909090909094,0.17391304347826086
22,65000,RENT,3.0,MEDICAL,C,9600,11.97,0,0.15,N,2,0.1476923076923077,95.75999999999999,0.017678769230769227,0.09090909090909091
26,66000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,7000,9.63,0,0.11,N,2,0.10606060606060606,56.175000000000004,0.010213636363636364,0.07692307692307693
24,65450,RENT,7.0,DEBTCONSOLIDATION,A,9600,8.49,0,0.15,N,2,0.1466768525592055,67.92,0.012452864782276547,0.08333333333333333
24,66000,RENT,8.0,PERSONAL,B,9600,11.26,0,0.15,N,3,0.14545454545454545,90.08,0.01637818181818182,0.125
21,66000,MORTGAGE,5.0,MEDICAL,A,18000,6.91,0,0.27,N,3,0.2727272727272727,103.64999999999999,0.018845454545454544,0.14285714285714285
22,68004,RENT,4.0,DEBTCONSOLIDATION,A,9600,7.51,0,0.14,N,2,0.14116816657843656,60.080000000000005,0.010601729310040588,0.09090909090909091
24,66000,MORTGAGE,8.0,MEDICAL,A,15000,6.54,0,0.23,N,4,0.22727272727272727,81.75,0.014863636363636364,0.16666666666666666
24,69996,RENT,1.0,EDUCATION,B,9600,11.71,0,0.14,N,4,0.13715069432539,93.68,0.016060346305503174,0.16666666666666666
22,66000,MORTGAGE,6.0,VENTURE,B,2400,10.99,0,0.04,N,2,0.03636363636363636,21.98,0.0039963636363636364,0.09090909090909091
26,64000,RENT,0.0,EDUCATION,C,9600,11.97,1,0.15,N,4,0.15,95.75999999999999,0.017955,0.15384615384615385
22,66000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,2700,6.76,0,0.04,N,3,0.04090909090909091,15.21,0.0027654545454545458,0.13636363636363635
23,70560,RENT,1.0,MEDICAL,A,9600,7.9,0,0.14,N,4,0.1360544217687075,63.199999999999996,0.010748299319727891,0.17391304347826086
25,66000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,15000,14.35,0,0.23,N,4,0.22727272727272727,179.375,0.032613636363636365,0.16
22,66000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8500,7.51,0,0.13,N,2,0.12878787878787878,53.19583333333333,0.009671969696969696,0.09090909090909091
23,66000,MORTGAGE,3.0,VENTURE,A,6000,7.88,0,0.09,N,2,0.09090909090909091,39.4,0.007163636363636363,0.08695652173913043
23,66000,MORTGAGE,0.0,PERSONAL,A,7800,7.88,0,0.12,N,3,0.11818181818181818,51.22,0.009312727272727273,0.13043478260869565
25,71000,RENT,5.0,HOMEIMPROVEMENT,A,9600,5.79,0,0.14,N,4,0.1352112676056338,46.32,0.007828732394366197,0.16
22,72576,RENT,7.0,EDUCATION,A,9600,7.29,0,0.13,N,3,0.13227513227513227,58.32,0.009642857142857142,0.13636363636363635
24,73000,RENT,5.0,MEDICAL,C,9600,13.92,0,0.13,Y,3,0.13150684931506848,111.36,0.018305753424657536,0.125
25,75000,RENT,8.0,PERSONAL,B,9600,12.69,0,0.13,N,3,0.128,101.52,0.0162432,0.12
26,75000,RENT,2.0,PERSONAL,B,9600,10.0,0,0.13,N,4,0.128,80.0,0.0128,0.15384615384615385
24,66000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,13000,10.25,0,0.2,N,2,0.19696969696969696,111.04166666666667,0.02018939393939394,0.08333333333333333
23,66000,MORTGAGE,7.0,VENTURE,B,5000,9.88,0,0.08,N,4,0.07575757575757576,41.16666666666667,0.007484848484848486,0.17391304347826086
21,78000,RENT,3.0,DEBTCONSOLIDATION,C,9600,10.99,0,0.12,Y,3,0.12307692307692308,87.92,0.013526153846153846,0.14285714285714285
21,66000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,7.88,0,0.11,N,2,0.10606060606060606,45.96666666666667,0.008357575757575758,0.09523809523809523
22,66000,MORTGAGE,7.0,PERSONAL,B,20000,10.25,0,0.3,N,4,0.30303030303030304,170.83333333333334,0.031060606060606063,0.18181818181818182
26,60000,MORTGAGE,7.0,EDUCATION,D,15000,14.59,1,0.25,Y,4,0.25,182.375,0.036475,0.15384615384615385
23,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5600,14.22,1,0.09,Y,4,0.09333333333333334,66.36,0.013271999999999999,0.17391304347826086
23,80000,RENT,2.0,PERSONAL,A,9600,7.88,0,0.12,N,4,0.12,63.04,0.009455999999999999,0.17391304347826086
26,66000,MORTGAGE,5.0,MEDICAL,B,15000,9.88,0,0.23,N,4,0.22727272727272727,123.5,0.022454545454545456,0.15384615384615385
26,80000,RENT,4.0,EDUCATION,A,9600,10.99,0,0.12,N,2,0.12,87.92,0.013188,0.07692307692307693
23,66000,MORTGAGE,1.0,EDUCATION,B,13200,11.14,0,0.2,N,4,0.2,122.54,0.02228,0.17391304347826086
25,80000,RENT,2.0,EDUCATION,B,9600,12.21,0,0.12,N,4,0.12,97.68,0.014652,0.16
22,66000,MORTGAGE,4.0,EDUCATION,B,17500,11.48,0,0.27,N,3,0.26515151515151514,167.41666666666666,0.030439393939393936,0.13636363636363635
22,81960,RENT,6.0,PERSONAL,A,9600,7.29,0,0.12,N,2,0.1171303074670571,58.32,0.008538799414348463,0.09090909090909091
25,83000,RENT,3.0,EDUCATION,B,9600,10.99,0,0.12,N,2,0.11566265060240964,87.92,0.012711325301204819,0.08
24,77964,RENT,4.0,DEBTCONSOLIDATION,D,9600,14.42,1,0.12,N,2,0.12313375404032631,115.36,0.01775588733261505,0.08333333333333333
23,85000,RENT,2.0,MEDICAL,B,9600,10.99,0,0.11,N,4,0.11294117647058824,87.92,0.012412235294117648,0.17391304347826086
26,60000,MORTGAGE,9.0,PERSONAL,B,10000,12.21,1,0.17,N,4,0.16666666666666666,101.75000000000001,0.020350000000000004,0.15384615384615385
25,66000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,18500,12.21,0,0.28,N,2,0.2803030303030303,188.23750000000004,0.034225000000000005,0.08
22,73000,RENT,0.0,PERSONAL,A,9600,8.94,1,0.13,N,3,0.13150684931506848,71.52,0.011756712328767124,0.13636363636363635
24,85392,RENT,9.0,EDUCATION,A,9600,7.29,0,0.11,N,3,0.11242270938729623,58.32,0.008195615514333895,0.125
23,88000,RENT,7.0,PERSONAL,A,9600,5.79,0,0.11,N,3,0.10909090909090909,46.32,0.0063163636363636365,0.13043478260869565
22,66000,MORTGAGE,6.0,EDUCATION,C,15000,11.72,0,0.23,Y,2,0.22727272727272727,146.5,0.026636363636363635,0.09090909090909091
25,66000,MORTGAGE,7.0,MEDICAL,C,5875,10.91,0,0.09,Y,4,0.08901515151515152,53.41354166666667,0.00971155303030303,0.16
26,90000,RENT,2.0,DEBTCONSOLIDATION,C,9600,13.85,0,0.11,Y,4,0.10666666666666667,110.8,0.014773333333333333,0.15384615384615385
25,66125,MORTGAGE,2.0,EDUCATION,C,4000,12.53,0,0.06,Y,4,0.06049149338374291,41.766666666666666,0.007579584120982986,0.16
25,78000,RENT,0.0,DEBTCONSOLIDATION,D,9600,14.11,1,0.12,Y,4,0.12307692307692308,112.88,0.017366153846153847,0.16
24,94000,RENT,6.0,PERSONAL,C,9600,12.99,0,0.1,Y,2,0.10212765957446808,103.92,0.013266382978723405,0.08333333333333333
24,94837,RENT,8.0,HOMEIMPROVEMENT,B,9600,11.99,0,0.1,N,2,0.10122631462403914,95.92,0.012137035123422294,0.08333333333333333
22,66250,MORTGAGE,5.0,MEDICAL,A,8700,6.92,0,0.13,N,3,0.13132075471698113,50.169999999999995,0.009087396226415094,0.13636363636363635
25,66252,OWN,10.0,MEDICAL,C,5000,12.53,0,0.08,Y,4,0.07546941979110064,52.208333333333336,0.009456318299824911,0.16
26,66384,MORTGAGE,3.0,VENTURE,A,10000,7.88,0,0.15,N,4,0.15063870812243915,65.66666666666667,0.011870330200048206,0.15384615384615385
22,66396,MORTGAGE,6.0,EDUCATION,C,15000,13.48,0,0.23,N,2,0.22591722392915237,168.5,0.030453641785649736,0.09090909090909091
23,97500,RENT,0.0,DEBTCONSOLIDATION,B,9600,10.37,0,0.1,N,3,0.09846153846153846,82.96,0.010210461538461538,0.13043478260869565
25,66420,MORTGAGE,1.0,MEDICAL,B,4000,12.18,0,0.06,N,3,0.06022282445046673,40.6,0.007335140018066848,0.12
23,66480,OWN,6.0,EDUCATION,A,4000,8.32,0,0.06,N,2,0.06016847172081829,27.733333333333334,0.005006016847172082,0.08695652173913043
25,66500,MORTGAGE,9.0,DEBTCONSOLIDATION,B,5000,9.63,0,0.08,N,3,0.07518796992481203,40.12500000000001,0.0072406015037594,0.12
26,120640,RENT,0.0,EDUCATION,C,9600,14.22,0,0.08,N,4,0.07957559681697612,113.75999999999999,0.011315649867374003,0.15384615384615385
21,28000,RENT,1.0,HOMEIMPROVEMENT,C,9700,11.34,1,0.35,N,2,0.3464285714285714,91.665,0.039285,0.09523809523809523
24,66500,MORTGAGE,0.0,HOMEIMPROVEMENT,A,8800,8.59,0,0.13,N,4,0.13233082706766916,62.99333333333333,0.011367218045112782,0.16666666666666666
24,66500,MORTGAGE,7.0,VENTURE,C,1400,12.53,0,0.02,Y,4,0.021052631578947368,14.618333333333332,0.002637894736842105,0.16666666666666666
21,70000,RENT,5.0,MEDICAL,B,9700,12.53,0,0.14,N,4,0.13857142857142857,101.28416666666668,0.017363000000000003,0.19047619047619047
26,66504,MORTGAGE,10.0,EDUCATION,C,12000,12.53,0,0.18,N,3,0.18044027426921688,125.3,0.022609166365932874,0.11538461538461539
24,60516,OTHER,8.0,DEBTCONSOLIDATION,B,18000,11.26,1,0.3,N,4,0.297441998810232,168.9,0.03349196906603213,0.16666666666666666
24,66600,OWN,3.0,VENTURE,B,7200,10.65,0,0.11,N,4,0.10810810810810811,63.9,0.011513513513513512,0.16666666666666666
23,66661,MORTGAGE,7.0,MEDICAL,B,1500,11.49,0,0.02,N,3,0.02250191266257632,14.362499999999999,0.002585469764930019,0.13043478260869565
26,66800,MORTGAGE,0.0,PERSONAL,B,2500,11.49,0,0.04,N,4,0.0374251497005988,23.9375,0.004300149700598803,0.15384615384615385
26,66912,MORTGAGE,10.0,MEDICAL,A,12000,5.42,0,0.18,N,3,0.1793400286944046,54.199999999999996,0.009720229555236728,0.11538461538461539
23,66912,MORTGAGE,7.0,PERSONAL,C,16000,12.73,0,0.24,N,3,0.2391200382592061,169.73333333333332,0.030439980870396937,0.13043478260869565
25,30000,RENT,1.0,EDUCATION,A,9950,8.49,1,0.33,N,4,0.33166666666666667,70.39625,0.0281585,0.16
26,66948,OWN,11.0,PERSONAL,B,20000,10.95,0,0.3,N,4,0.29873932006930753,182.5,0.032711955547589176,0.15384615384615385
22,66996,MORTGAGE,6.0,EDUCATION,B,6000,10.37,0,0.09,N,3,0.08955758552749418,51.849999999999994,0.009287121619201146,0.13636363636363635
24,66996,MORTGAGE,5.0,EDUCATION,B,10000,9.62,0,0.15,N,2,0.14926264254582364,80.16666666666666,0.014359066212908231,0.08333333333333333
24,18000,RENT,0.0,HOMEIMPROVEMENT,A,10000,7.29,1,0.56,N,4,0.5555555555555556,60.75,0.0405,0.16666666666666666
22,66996,OWN,3.0,VENTURE,C,7000,14.72,0,0.1,Y,3,0.10448384978207655,85.86666666666667,0.015380022687921668,0.13636363636363635
21,19200,RENT,0.0,HOMEIMPROVEMENT,B,10000,10.99,1,0.52,N,3,0.5208333333333334,91.58333333333333,0.05723958333333333,0.14285714285714285
23,66996,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.88,0,0.1,N,4,0.10448384978207655,45.96666666666667,0.008233327362827631,0.17391304347826086
23,66996,MORTGAGE,7.0,MEDICAL,A,10000,9.32,0,0.15,N,3,0.14926264254582364,77.66666666666667,0.013911278285270763,0.13043478260869565
24,66996,MORTGAGE,8.0,MEDICAL,A,1000,9.32,0,0.01,N,4,0.014926264254582364,7.766666666666667,0.0013911278285270762,0.16666666666666666
22,20000,RENT,2.0,EDUCATION,A,10000,7.49,1,0.5,N,4,0.5,62.416666666666664,0.03745,0.18181818181818182
22,20008,RENT,2.0,EDUCATION,B,10000,10.95,1,0.5,N,2,0.4998000799680128,91.25,0.054728108756497404,0.09090909090909091
21,21000,RENT,2.0,EDUCATION,B,10000,11.71,1,0.48,N,2,0.47619047619047616,97.58333333333336,0.055761904761904776,0.09523809523809523
24,67000,OWN,2.0,MEDICAL,B,16000,12.69,0,0.24,N,4,0.23880597014925373,169.20000000000002,0.030304477611940304,0.16666666666666666
22,21000,RENT,4.0,EDUCATION,C,10000,13.72,1,0.48,Y,2,0.47619047619047616,114.33333333333333,0.06533333333333333,0.09090909090909091
22,21000,RENT,2.0,DEBTCONSOLIDATION,C,10000,12.73,1,0.48,Y,4,0.47619047619047616,106.08333333333333,0.060619047619047614,0.18181818181818182
22,67000,OWN,5.0,EDUCATION,D,7500,16.29,0,0.11,Y,3,0.11194029850746269,101.8125,0.01823507462686567,0.13636363636363635
25,67000,MORTGAGE,3.0,PERSONAL,A,3000,7.9,0,0.04,N,3,0.04477611940298507,19.75,0.0035373134328358213,0.12
26,67000,MORTGAGE,1.0,VENTURE,A,29000,7.51,0,0.43,N,2,0.43283582089552236,181.49166666666667,0.032505970149253736,0.07692307692307693
23,67000,MORTGAGE,7.0,MEDICAL,B,2500,11.71,0,0.04,N,3,0.03731343283582089,24.39583333333334,0.004369402985074628,0.13043478260869565
26,67000,MORTGAGE,4.0,MEDICAL,A,10400,8.9,0,0.16,N,4,0.15522388059701492,77.13333333333334,0.01381492537313433,0.15384615384615385
23,21000,RENT,3.0,MEDICAL,C,10000,13.16,1,0.48,Y,4,0.47619047619047616,109.66666666666667,0.06266666666666668,0.17391304347826086
23,21000,RENT,3.0,PERSONAL,B,10000,12.21,1,0.48,N,4,0.47619047619047616,101.75000000000001,0.05814285714285715,0.17391304347826086
23,67000,MORTGAGE,7.0,VENTURE,A,10000,10.99,0,0.15,N,3,0.14925373134328357,91.58333333333333,0.016402985074626866,0.13043478260869565
26,22000,RENT,10.0,VENTURE,B,10000,9.63,1,0.45,N,4,0.45454545454545453,80.25000000000001,0.04377272727272728,0.15384615384615385
26,22000,RENT,9.0,MEDICAL,D,10000,14.59,1,0.45,Y,2,0.45454545454545453,121.58333333333333,0.06631818181818182,0.07692307692307693
24,67000,MORTGAGE,9.0,EDUCATION,A,10400,5.99,0,0.16,N,2,0.15522388059701492,51.913333333333334,0.009297910447761194,0.08333333333333333
22,67000,MORTGAGE,0.0,EDUCATION,B,12000,11.99,0,0.18,N,4,0.1791044776119403,119.89999999999999,0.021474626865671642,0.18181818181818182
23,67000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5600,7.49,0,0.08,N,2,0.08358208955223881,34.95333333333333,0.0062602985074626865,0.08695652173913043
22,23000,RENT,6.0,MEDICAL,B,10000,9.88,1,0.43,N,2,0.43478260869565216,82.33333333333334,0.042956521739130435,0.09090909090909091
24,67000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000,7.49,0,0.06,N,3,0.05970149253731343,24.96666666666667,0.004471641791044777,0.125
25,23387,RENT,2.0,PERSONAL,A,10000,7.51,1,0.43,N,4,0.4275879762261085,62.583333333333336,0.03211185701458075,0.16
26,23624,RENT,6.0,PERSONAL,B,10000,9.88,1,0.42,N,2,0.4232983406705046,82.33333333333334,0.04182187605824585,0.07692307692307693
24,23700,RENT,8.0,VENTURE,A,10000,9.32,1,0.42,N,4,0.4219409282700422,77.66666666666667,0.039324894514767936,0.16666666666666666
25,24000,RENT,4.0,HOMEIMPROVEMENT,B,10000,9.91,1,0.42,N,4,0.4166666666666667,82.58333333333333,0.041291666666666664,0.16
21,24000,RENT,5.0,EDUCATION,A,10000,10.99,1,0.42,N,2,0.4166666666666667,91.58333333333333,0.04579166666666666,0.09523809523809523
26,24000,RENT,3.0,MEDICAL,A,10000,10.99,1,0.42,N,2,0.4166666666666667,91.58333333333333,0.04579166666666666,0.07692307692307693
24,24000,RENT,3.0,DEBTCONSOLIDATION,B,10000,10.38,1,0.42,N,4,0.4166666666666667,86.50000000000001,0.043250000000000004,0.16666666666666666
24,67000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12150,10.37,0,0.18,N,3,0.18134328358208956,104.99624999999999,0.018805298507462685,0.125
23,67000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9250,5.79,0,0.14,N,2,0.13805970149253732,44.63125,0.007993656716417911,0.08695652173913043
22,67000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,8800,7.51,0,0.13,N,2,0.13134328358208955,55.07333333333333,0.009863880597014926,0.09090909090909091
22,67000,MORTGAGE,6.0,VENTURE,A,4000,6.76,0,0.06,N,3,0.05970149253731343,22.53333333333333,0.004035820895522388,0.13636363636363635
23,67000,OWN,1.0,VENTURE,A,3250,6.76,0,0.05,N,2,0.048507462686567165,18.308333333333334,0.0032791044776119406,0.08695652173913043
24,24000,RENT,6.0,DEBTCONSOLIDATION,B,10000,10.99,1,0.42,N,4,0.4166666666666667,91.58333333333333,0.04579166666666666,0.16666666666666666
22,24000,RENT,6.0,DEBTCONSOLIDATION,A,10000,10.99,1,0.42,N,3,0.4166666666666667,91.58333333333333,0.04579166666666666,0.13636363636363635
22,67000,OWN,3.0,EDUCATION,A,12000,8.59,0,0.18,N,2,0.1791044776119403,85.89999999999999,0.01538507462686567,0.09090909090909091
24,24000,RENT,3.0,VENTURE,B,10000,8.7,1,0.42,N,2,0.4166666666666667,72.5,0.03625,0.08333333333333333
21,67000,MORTGAGE,5.0,EDUCATION,D,25000,15.65,0,0.37,Y,2,0.373134328358209,326.0416666666667,0.05839552238805971,0.09523809523809523
23,67000,OWN,7.0,PERSONAL,C,6400,10.99,0,0.1,N,3,0.0955223880597015,58.61333333333334,0.010497910447761195,0.13043478260869565
